Title,,,,contract_type,,,customer_birthday,,,,,,,,,,,,,,,,,payment_type,,,,,,,,,,,,,,entr_no,,,,,,subscription_type,create_date,,status,,ivr_preferred_language,imei,subscription_key,,,,
Group / Postpaid / UT-076,,Biz-076,,2,21,,,,,UT-076,76,500076,,101180,,,,,,,@gmail.com,Y,,,,Group / Postpaid / UT-076,,,2,1,,2,Group / Postpaid / UT-076,UT-076,,,,1076,101111,500076,manager1,510001,8800-0007,"2, 3",2013-01-23,A,1,,2,,428880111011275,,,,
Group / Postpaid / UT-077,,Biz-077,,2,21,,,,,UT-077,77,500077,,101181,,,,,,,123456,Y,,,,Group / Postpaid / UT-077,,,1,2,,1,Group / Postpaid / UT-077,UT-077,,,,1077,101112,500077,manager1,510001,8800-0008,"2, 5",2013-01-24,A,1,,2,,428880111011276,,,,
Group / Postpaid / UT-078,,Biz-078,,2,21,,,,,UT-078,78,500078,,101182,,,,,,,@gmail.com,Y,,,,Group / Postpaid / UT-078,,,2,1,,2,Group / Postpaid / UT-078,UT-078,,,,1078,101113,500078,manager1,510001,,"3, 4",2013-01-25,A,1,,2,,428880111011278,,,,
Group / Postpaid / UT-079,,Biz-079,,2,21,,,,,UT-079,79,500079,,101183,,,,,,,123456,Y,,,,Group / Postpaid / UT-079,,,1,2,,1,Group / Postpaid / UT-079,UT-079,,,,1079,101114,500079,manager1,510001,8800-0010,"4, 5",2013-01-26,A,1,,2,,428880111011279,,,,
Group / Postpaid / UT-080,,Biz-080,,2,21,,,,,UT-080,80,500080,,101184,,,,,,,@gmail.com,Y,,,,Group / Postpaid / UT-080,,,2,1,,2,Group / Postpaid / UT-080,UT-080,,,,1080,101115,500080,,510001,,"4, 6",2013-01-27,A,1,,2,,428880111011280,,,,
Group / Postpaid / UT-081,,Biz-081,,2,21,,,,,UT-081,81,500081,,101185,,,,,,,123456,Y,,,,Group / Postpaid / UT-081,,,1,2,,1,Group / Postpaid / UT-081,UT-081,,,,1081,101116,500081,manager1,510001,8811-0012,"3, 5",2013-01-28,A,1,,2,,428880111011281,,,,
Group / Postpaid / UT-082,,Biz-082,,2,21,,,,,UT-082,82,500082,,101186,,,,,,,@gmail.com,Y,,,,Group / Postpaid / UT-082,,,2,1,,2,Group / Postpaid / UT-082,UT-082,,,,1082,101117,500082,manager1,510001,,"3, 6",2013-01-29,A,1,,2,,428880111011282,,,,
Group / Postpaid / UT-083,,Biz-083,,2,21,,,,,UT-083,83,500083,,101187,,,,,,,123456,Y,,,,Group / Postpaid / UT-083,,,1,2,,1,Group / Postpaid / UT-083,UT-083,,,,1083,101118,500083,manager1,510001,8811-0014,"5, 6",2013-01-30,A,1,,2,,428880111011283,,,,
Group / Postpaid / UT-084,,Biz-084,,2,21,,,,,UT-084,84,500084,,101188,,,,,,,@gmail.com,Y,,,,Group / Postpaid / UT-084,,,2,1,,2,Group / Postpaid / UT-084,UT-084,,,,1084,101119,500084,manager1,510001,8811-0015,"2, 3, 4",2013-01-31,A,1,,2,,428880111011284,,,,
Group / Postpaid / UT-085,,Biz-085,,2,21,,,,,UT-085,85,500085,,101189,,,,,,,123456,Y,,,,Group / Postpaid / UT-085,,,1,2,,1,Group / Postpaid / UT-085,UT-085,,,,1085,101120,500085,manager1,510001,8811-0016,"2, 4, 5",2013-02-01,A,1,,2,,428880111011285,,,,
Group / Postpaid / UT-086,,Biz-086,,2,21,,,,,UT-086,86,500086,,101190,,,,,,,@gmail.com,Y,,,,Group / Postpaid / UT-086,,,2,1,,2,Group / Postpaid / UT-086,UT-086,,,,1086,101121,500086,manager1,510001,8811-0017,"2, 4, 6",2013-02-02,A,1,,2,,428880111011286,,,,
Group / Postpaid / UT-087,,Biz-087,,2,21,,,,,UT-087,87,500087,,101191,,,,,,,123456,Y,,,,Group / Postpaid / UT-087,,,1,2,,1,Group / Postpaid / UT-087,UT-087,,,,1087,101122,500087,manager1,510001,8811-0018,"3, 4, 5",2013-02-03,A,1,,2,,428880111011287,,,,
Group / Postpaid / UT-088,,Biz-088,,2,21,,,,,UT-088,88,500088,,101192,,,,,,,@gmail.com,Y,,,,Group / Postpaid / UT-088,,,2,1,,2,Group / Postpaid / UT-088,UT-088,,,,1088,101123,500088,manager1,510001,8811-0019,"3, 4, 6",2013-02-04,A,1,,2,,428880111011288,,,,
Group / Postpaid / UT-089,,Biz-089,,2,21,,,,,UT-089,89,500089,,101193,,,,,,,123456,Y,,,,Group / Postpaid / UT-089,,,1,2,,1,Group / Postpaid / UT-089,UT-089,,,,1089,101124,500089,manager1,510001,8811-0020,"3, 5, 6",2013-02-05,A,1,,2,,428880111011290,,,,
Group / Postpaid / UT-090,,Biz-090,,2,21,,,,,UT-090,90,500090,,101194,,,,,,,@gmail.com,Y,,,,Group / Postpaid / UT-090,,,2,1,,2,Group / Postpaid / UT-090,UT-090,,,,1090,101125,500090,manager1,510001,8800-0021,"2,3,4 5",2013-02-06,A,1,,2,,428880111011291,,,,
Group / Postpaid / UT-091,,Biz-091,,2,21,,,,,UT-091,91,500091,,101195,,,,,,,123456,Y,,,,Group / Postpaid / UT-091,,,1,2,,1,Group / Postpaid / UT-091,UT-091,,,,1091,101126,500091,manager1,510001,8800-0022,"2,3,4,6",2013-02-07,A,1,,2,,428880111011292,,,,
Group / Postpaid / UT-092,,Biz-092,,2,21,,,,,UT-092,92,500092,,101196,,,,,,,@gmail.com,Y,,,,Group / Postpaid / UT-092,,,2,1,,2,Group / Postpaid / UT-092,UT-092,,,,1092,101127,500092,manager1,510001,8800-0023,"3,4,5,6",2013-02-08,A,1,,2,,428880111011295,,,,
Group / Prepaid / UT-093,,Biz-093,,2,21,,,,,UT-093,93,500093,,101197,,,,,,,123456,Y,,,,Group / Prepaid / UT-093,,,1,2,,1,Group / Prepaid / UT-093,UT-093,,,,1093,,500093,,510001,8800-0001,2,2013-02-09,A,1,,1,,428880111011296,,,,
Group / Prepaid / UT-094,,Biz-094,,2,21,,,,,UT-094,94,500094,,101198,,,,,,,@gmail.com,Y,,,,Group / Prepaid / UT-094,,,2,1,,2,Group / Prepaid / UT-094,UT-094,,,,1094,101106,500094,manager1,510001,,4,2013-02-10,A,1,,1,,428880111011297,,,,
Group / Prepaid / UT-095,,Biz-095,,2,21,,,,,UT-095,95,500095,,101199,,,,,,,123456,Y,,,,Group / Prepaid / UT-095,,,1,2,,1,Group / Prepaid / UT-095,UT-095,,,,1095,101107,500095,manager1,510001,,3,2013-02-11,A,1,,1,,428880111000000,,,,
Group / Prepaid / UT-096,,Biz-096,,2,21,,,,,UT-096,96,500096,,101200,,,,,,,@gmail.com,Y,,,,Group / Prepaid / UT-096,,,2,1,,1,Group / Prepaid / UT-096,UT-096,,,,1096,101108,500096,manager1,510001,8800-0004,5,2013-02-12,A,1,,1,,428880111000001,,,,
Group / Prepaid / UT-097,,Biz-097,,2,21,,,,,UT-097,97,500097,,101201,,,,,,,123456,Y,,,,Group / Prepaid / UT-097,,,1,2,,2,Group / Prepaid / UT-097,UT-097,,,,1097,,500097,,510001,,6,2013-02-13,A,1,,1,,428880111000003,,,,
Group / Prepaid / UT-098,,Biz-098,,2,21,,,,,UT-098,98,500098,,101202,,,,,,,@gmail.com,Y,,,,Group / Prepaid / UT-098,,,2,1,,1,Group / Prepaid / UT-098,UT-098,,,,1098,101110,500098,manager1,510001,8800-0006,"2, 4",2013-02-14,A,1,,1,,428880111000004,,,,
Group / Prepaid / UT-099,,Biz-099,,2,21,,,,,UT-099,99,500099,,101203,,,,,,,123456,Y,,,,Group / Prepaid / UT-099,,,1,2,,2,Group / Prepaid / UT-099,UT-099,,,,1099,101111,500099,manager1,510001,8800-0007,"2, 3",2013-02-15,A,1,,1,,428880111000008,,,,
Group / Prepaid / UT-100,,Biz-100,,2,21,,,,,UT-100,100,500100,,101204,,,,,,,@gmail.com,Y,,,,Group / Prepaid / UT-100,,,2,1,,1,Group / Prepaid / UT-100,UT-100,,,,1100,101112,500100,manager1,510001,8800-0008,"2, 5",2013-02-16,A,1,,1,,428880111000010,,,,
Group / Prepaid / UT-101,,Biz-101,,2,21,,,,,UT-101,101,500101,,101205,,,,,,,123456,Y,,,,Group / Prepaid / UT-101,,,1,2,,2,Group / Prepaid / UT-101,UT-101,,,,1101,101113,500101,manager1,510001,,"3, 4",2013-02-17,A,1,,1,,428880111000011,,,,
Group / Prepaid / UT-102,,Biz-102,,2,21,,,,,UT-102,102,500102,,101206,,,,,,,@gmail.com,Y,,,,Group / Prepaid / UT-102,,,2,1,,1,Group / Prepaid / UT-102,UT-102,,,,1102,101114,500102,manager1,510001,8800-0010,"4, 5",2013-02-18,A,1,,1,,428880111000012,,,,
Group / Prepaid / UT-103,,Biz-103,,2,21,,,,,UT-103,103,500103,,101207,,,,,,,123456,Y,,,,Group / Prepaid / UT-103,,,1,2,,2,Group / Prepaid / UT-103,UT-103,,,,1103,101115,500103,,510001,,"4, 6",2013-02-19,A,1,,1,,428880111000013,,,,
Group / Prepaid / UT-104,,Biz-104,,2,21,,,,,UT-104,104,500104,,101208,,,,,,,@gmail.com,Y,,,,Group / Prepaid / UT-104,,,2,1,,1,Group / Prepaid / UT-104,UT-104,,,,1104,101116,500104,manager1,510001,8811-0012,"3, 5",2013-02-20,A,1,,1,,428880111000014,,,,
Group / Prepaid / UT-105,,Biz-105,,2,21,,,,,UT-105,105,500105,,101209,,,,,,,123456,Y,,,,Group / Prepaid / UT-105,,,1,2,,2,Group / Prepaid / UT-105,UT-105,,,,1105,101117,500105,manager1,510001,,"3, 6",2013-02-21,A,1,,1,,428880111000015,,,,
Group / Prepaid / UT-106,,Biz-106,,2,21,,,,,UT-106,106,500106,,101210,,,,,,,@gmail.com,Y,,,,Group / Prepaid / UT-106,,,2,1,,1,Group / Prepaid / UT-106,UT-106,,,,1106,101118,500106,manager1,510001,8811-0014,"5, 6",2013-02-22,A,1,,1,,428880111000500,,,,
Group / Prepaid / UT-107,,Biz-107,,2,21,,,,,UT-107,107,500107,,101211,,,,,,,123456,Y,,,,Group / Prepaid / UT-107,,,1,2,,2,Group / Prepaid / UT-107,UT-107,,,,1107,101119,500107,manager1,510001,8811-0015,"2, 3, 4",2013-02-23,A,1,,1,,428880111000501,,,,
Group / Prepaid / UT-108,,Biz-108,,2,21,,,,,UT-108,108,500108,,101212,,,,,,,@gmail.com,Y,,,,Group / Prepaid / UT-108,,,2,1,,1,Group / Prepaid / UT-108,UT-108,,,,1108,101120,500108,manager1,510001,8811-0016,"2, 4, 5",2013-02-24,A,1,,1,,428880111000502,,,,
Group / Prepaid / UT-109,,Biz-109,,2,21,,,,,UT-109,109,500109,,101213,,,,,,,123456,Y,,,,Group / Prepaid / UT-109,,,1,2,,2,Group / Prepaid / UT-109,UT-109,,,,1109,101121,500109,manager1,510001,8811-0017,"2, 4, 6",2013-02-25,A,1,,1,,428880111000503,,,,
Group / Prepaid / UT-110,,Biz-110,,2,21,,,,,UT-110,110,500110,,101214,,,,,,,@gmail.com,Y,,,,Group / Prepaid / UT-110,,,2,1,,1,Group / Prepaid / UT-110,UT-110,,,,1110,101122,500110,manager1,510001,8811-0018,"3, 4, 5",2013-02-26,A,1,,1,,428880111000504,,,,
Group / Prepaid / UT-111,,Biz-111,,2,21,,,,,UT-111,111,500111,,101215,,,,,,,123456,Y,,,,Group / Prepaid / UT-111,,,1,2,,2,Group / Prepaid / UT-111,UT-111,,,,1111,101123,500111,manager1,510001,8811-0019,"3, 4, 6",2013-02-27,A,1,,1,,428880111011001,,,,
Group / Prepaid / UT-112,,Biz-112,,2,21,,,,,UT-112,112,500112,,101216,,,,,,,@gmail.com,Y,,,,Group / Prepaid / UT-112,,,2,1,,1,Group / Prepaid / UT-112,UT-112,,,,1112,101124,500112,manager1,510001,8811-0020,"3, 5, 6",2013-02-28,A,1,,1,,428880111011003,,,,
Group / Prepaid / UT-113,,Biz-113,,2,21,,,,,UT-113,113,500113,,101217,,,,,,,123456,Y,,,,Group / Prepaid / UT-113,,,1,2,,2,Group / Prepaid / UT-113,UT-113,,,,1113,101125,500113,manager1,510001,8800-0021,"2,3,4 5",2013-03-01,A,1,,1,,428880111011004,,,,
Group / Prepaid / UT-114,,Biz-114,,2,21,,,,,UT-114,114,500114,,101218,,,,,,,@gmail.com,Y,,,,Group / Prepaid / UT-114,,,2,1,,1,Group / Prepaid / UT-114,UT-114,,,,1114,101126,500114,manager1,510001,8800-0022,"2,3,4,6",2013-03-02,A,1,,1,,428880111011005,,,,
Group / Prepaid / UT-115,,Biz-115,,2,21,,,,,UT-115,115,500115,,101219,,,,,,,123456,Y,,,,Group / Prepaid / UT-115,,,1,2,,2,Group / Prepaid / UT-115,UT-115,,,,1115,101127,500115,manager1,510001,8800-0023,"3,4,5,6",2013-03-03,A,1,,1,,428880111011006,,,,
Group / Hybrid / UT-116,,Biz-116,,2,21,,,,,UT-116,116,500116,,101220,,,,,,,@gmail.com,Y,,,,Group / Hybrid / UT-116,,,2,1,,,Group / Hybrid / UT-116,UT-116,,,,1116,,500116,,510001,8800-0001,2,2013-03-04,A,1,,2,,428880111011007,,,,
Group / Hybrid / UT-117,,Biz-117,,2,21,,,,,UT-117,117,500117,,101221,,,,,,,123456,Y,,,,Group / Hybrid / UT-117,,,1,2,,,Group / Hybrid / UT-117,UT-117,,,,1117,101106,500117,manager1,510001,,4,2013-03-05,A,1,,2,,428880111011008,,,,
Group / Hybrid / UT-118,,Biz-118,,2,21,,,,,UT-118,118,500118,,101222,,,,,,,@gmail.com,Y,,,,Group / Hybrid / UT-118,,,2,1,,,Group / Hybrid / UT-118,UT-118,,,,1118,101107,500118,manager1,510001,,3,2013-03-06,A,1,,2,,428880111011009,,,,
Group / Hybrid / UT-119,,Biz-119,,2,21,,,,,UT-119,119,500119,,101223,,,,,,,123456,Y,,,,Group / Hybrid / UT-119,,,1,2,,,Group / Hybrid / UT-119,UT-119,,,,1119,101108,500119,manager1,510001,8800-0004,5,2013-03-07,A,1,,2,,428880111011010,,,,
Group / Hybrid / UT-120,,Biz-120,,2,21,,,,,UT-120,120,500120,,101224,,,,,,,@gmail.com,Y,,,,Group / Hybrid / UT-120,,,2,1,,,Group / Hybrid / UT-120,UT-120,,,,1120,,500120,,510001,,6,2013-03-08,A,1,,2,,428880111011013,,,,
Group / Hybrid / UT-121,,Biz-121,,2,21,,,,,UT-121,121,500121,,101225,,,,,,,123456,Y,,,,Group / Hybrid / UT-121,,,1,2,,,Group / Hybrid / UT-121,UT-121,,,,1121,101110,500121,manager1,510001,8800-0006,"2, 4",2013-03-09,A,1,,2,,428880111011015,,,,
Group / Hybrid / UT-122,,Biz-122,,2,21,,,,,UT-122,122,500122,,101226,,,,,,,@gmail.com,Y,,,,Group / Hybrid / UT-122,,,2,1,,,Group / Hybrid / UT-122,UT-122,,,,1122,101111,500122,manager1,510001,8800-0007,"2, 3",2013-03-10,A,1,,2,,428880111011016,,,,
Group / Hybrid / UT-123,,Biz-123,,2,21,,,,,UT-123,123,500123,,101227,,,,,,,123456,Y,,,,Group / Hybrid / UT-123,,,1,2,,,Group / Hybrid / UT-123,UT-123,,,,1123,101112,500123,manager1,510001,8800-0008,"2, 5",2013-03-11,A,1,,2,,428880111011017,,,,
Group / Hybrid / UT-124,,Biz-124,,2,21,,,,,UT-124,124,500124,,101228,,,,,,,@gmail.com,Y,,,,Group / Hybrid / UT-124,,,2,1,,,Group / Hybrid / UT-124,UT-124,,,,1124,101113,500124,manager1,510001,,"3, 4",2013-03-12,A,1,,2,,428880111011018,,,,
Group / Hybrid / UT-125,,Biz-125,,2,21,,,,,UT-125,125,500125,,101229,,,,,,,123456,Y,,,,Group / Hybrid / UT-125,,,1,2,,,Group / Hybrid / UT-125,UT-125,,,,1125,101114,500125,manager1,510001,8800-0010,"4, 5",2013-03-13,A,1,,2,,428880111011020,,,,
Group / Hybrid / UT-126,,Biz-126,,2,21,,,,,UT-126,126,500126,,101230,,,,,,,@gmail.com,Y,,,,Group / Hybrid / UT-126,,,2,1,,,Group / Hybrid / UT-126,UT-126,,,,1126,101115,500126,,510001,,"4, 6",2013-03-14,A,1,,2,,428880111011021,,,,
Group / Hybrid / UT-127,,Biz-127,,2,21,,,,,UT-127,127,500127,,101231,,,,,,,123456,Y,,,,Group / Hybrid / UT-127,,,1,2,,,Group / Hybrid / UT-127,UT-127,,,,1127,101116,500127,manager1,510001,8811-0012,"3, 5",2013-03-15,A,1,,2,,428880111011022,,,,
Group / Hybrid / UT-128,,Biz-128,,2,21,,,,,UT-128,128,500128,,101232,,,,,,,@gmail.com,Y,,,,Group / Hybrid / UT-128,,,2,1,,,Group / Hybrid / UT-128,UT-128,,,,1128,101117,500128,manager1,510001,,"3, 6",2013-03-16,A,1,,2,,428880111011023,,,,
Group / Hybrid / UT-129,,Biz-129,,2,21,,,,,UT-129,129,500129,,101233,,,,,,,123456,Y,,,,Group / Hybrid / UT-129,,,1,2,,,Group / Hybrid / UT-129,UT-129,,,,1129,101118,500129,manager1,510001,8811-0014,"5, 6",2013-03-17,A,1,,2,,428880111011024,,,,
Group / Hybrid / UT-130,,Biz-130,,2,21,,,,,UT-130,130,500130,,101234,,,,,,,@gmail.com,Y,,,,Group / Hybrid / UT-130,,,2,1,,,Group / Hybrid / UT-130,UT-130,,,,1130,101119,500130,manager1,510001,8811-0015,"2, 3, 4",2013-03-18,A,1,,2,,428880111011026,,,,
Group / Hybrid / UT-131,,Biz-131,,2,21,,,,,UT-131,131,500131,,101235,,,,,,,123456,Y,,,,Group / Hybrid / UT-131,,,1,2,,,Group / Hybrid / UT-131,UT-131,,,,1131,101120,500131,manager1,510001,8811-0016,"2, 4, 5",2013-03-19,A,1,,2,,428880111011027,,,,
Group / Hybrid / UT-132,,Biz-132,,2,21,,,,,UT-132,132,500132,,101236,,,,,,,@gmail.com,Y,,,,Group / Hybrid / UT-132,,,2,1,,,Group / Hybrid / UT-132,UT-132,,,,1132,101121,500132,manager1,510001,8811-0017,"2, 4, 6",2013-03-20,A,1,,2,,428880111011031,,,,
Group / Hybrid / UT-133,,Biz-133,,2,21,,,,,UT-133,133,500133,,101237,,,,,,,123456,Y,,,,Group / Hybrid / UT-133,,,1,2,,,Group / Hybrid / UT-133,UT-133,,,,1133,101122,500133,manager1,510001,8811-0018,"3, 4, 5",2013-03-21,A,1,,2,,428880111011033,,,,
Group / Hybrid / UT-134,,Biz-134,,2,21,,,,,UT-134,134,500134,,101238,,,,,,,@gmail.com,Y,,,,Group / Hybrid / UT-134,,,2,1,,,Group / Hybrid / UT-134,UT-134,,,,1134,101123,500134,manager1,510001,8811-0019,"3, 4, 6",2013-03-22,A,1,,2,,428880111011034,,,,
Group / Hybrid / UT-135,,Biz-135,,2,21,,,,,UT-135,135,500135,,101239,,,,,,,123456,Y,,,,Group / Hybrid / UT-135,,,1,2,,,Group / Hybrid / UT-135,UT-135,,,,1135,101124,500135,manager1,510001,8811-0020,"3, 5, 6",2013-03-23,A,1,,2,,428880111011035,,,,
Group / Hybrid / UT-136,,Biz-136,,2,21,,,,,UT-136,136,500136,,101240,,,,,,,@gmail.com,Y,,,,Group / Hybrid / UT-136,,,2,1,,,Group / Hybrid / UT-136,UT-136,,,,1136,101125,500136,manager1,510001,8800-0021,"2,3,4 5",2013-03-24,A,1,,2,,428880111011036,,,,
Group / Hybrid / UT-137,,Biz-137,,2,21,,,,,UT-137,137,500137,,101241,,,,,,,123456,Y,,,,Group / Hybrid / UT-137,,,1,2,,,Group / Hybrid / UT-137,UT-137,,,,1137,101126,500137,manager1,510001,8800-0022,"2,3,4,6",2013-03-25,A,1,,2,,428880111011037,,,,
Group / Hybrid / UT-138,,Biz-138,,2,21,,,,,UT-138,138,500138,,101242,,,,,,,@gmail.com,Y,,,,Group / Hybrid / UT-138,,,2,1,,,Group / Hybrid / UT-138,UT-138,,,,1138,101127,500138,manager1,510001,8800-0023,"3,4,5,6",2013-03-26,A,1,,2,,428880111011038,,,,
